,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,61,20,RL,63.0,13072,Reg,Lvl,Inside,Gtl,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,No,ALQ,941,Unf,0,217,1158,GasA,5,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,Typ,0,0,Detchd,2006.0,Unf,2,576,3,3,Y,0,50,0,0,0,0,0,5,2006,New,Partial,158000
61,62,75,RM,60.0,7200,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,2,No,Unf,0,Unf,0,530,530,GasA,3,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,Typ,0,0,Detchd,1935.0,Unf,1,288,3,3,N,0,0,144,0,0,0,0,3,2007,WD,Normal,101000
62,63,120,RL,44.0,6442,IR1,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,Stone,178.0,4,3,PConc,4,4,Mn,GLQ,24,Unf,0,1346,1370,GasA,5,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,RFn,2,484,3,3,Y,120,49,0,0,0,0,0,10,2007,WD,Normal,202500
63,64,70,RM,50.0,10300,IR1,Bnk,Inside,Gtl,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,None,0.0,3,3,BrkTil,3,3,No,Unf,0,Unf,0,576,576,GasA,4,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,Typ,0,0,Detchd,1990.0,Unf,2,480,3,3,Y,12,11,64,0,0,0,0,4,2010,WD,Normal,140000
64,65,60,RL,,9375,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,BrkFace,573.0,3,3,PConc,4,3,No,GLQ,739,Unf,0,318,1057,GasA,5,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,Typ,0,0,Attchd,1998.0,RFn,2,645,3,3,Y,576,36,0,0,0,0,0,2,2009,WD,Normal,219500
65,66,60,RL,76.0,9591,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,BrkFace,344.0,4,3,PConc,5,3,Av,Unf,0,Unf,0,1143,1143,GasA,5,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,Typ,1,4,BuiltIn,2004.0,RFn,3,852,3,3,Y,192,151,0,0,0,0,0,10,2007,WD,Normal,317000
66,67,20,RL,,19900,Reg,Lvl,Inside,Gtl,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,BrkFace,287.0,3,3,CBlock,4,3,Gd,GLQ,912,Unf,0,1035,1947,GasA,3,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,Min1,1,4,Attchd,1970.0,RFn,2,576,3,3,Y,301,0,0,0,0,0,0,7,2010,WD,Normal,180000
67,68,20,RL,72.0,10665,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,BrkFace,167.0,4,3,PConc,4,3,Av,GLQ,1013,Unf,0,440,1453,GasA,5,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,2003.0,RFn,2,558,3,3,Y,144,29,0,0,0,0,0,6,2007,WD,Normal,226000
68,69,30,RM,47.0,4608,Reg,Lvl,Corner,Gtl,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,None,0.0,3,4,CBlock,3,3,No,Unf,0,Unf,0,747,747,GasA,3,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,Typ,0,0,Attchd,1945.0,Unf,1,220,3,3,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,80000
69,70,50,RL,81.0,15593,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,None,0.0,4,3,CBlock,3,3,No,BLQ,603,Unf,0,701,1304,GasW,3,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,1953.0,Fin,2,667,3,3,Y,0,21,114,0,0,0,0,7,2006,WD,Normal,225000
70,71,20,RL,95.0,13651,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,Gd,ALQ,1880,Unf,0,343,2223,GasA,5,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,Typ,2,4,Attchd,1973.0,Fin,2,516,3,3,Y,300,0,0,0,0,0,0,2,2007,WD,Normal,244000
71,72,20,RL,69.0,7599,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,No,ALQ,565,Unf,0,280,845,GasA,3,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,Typ,0,0,Detchd,1987.0,Unf,2,360,3,3,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,129500
72,73,60,RL,74.0,10141,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,BrkFace,40.0,3,3,PConc,4,3,No,Unf,0,Unf,0,832,832,GasA,4,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1998.0,Fin,2,427,3,3,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,185000
73,74,20,RL,85.0,10200,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,No,ALQ,320,BLQ,362,404,1086,GasA,4,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1989.0,Unf,2,490,3,3,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,144900
74,75,50,RM,60.0,5790,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,None,0.0,4,4,CBlock,2,3,No,Unf,0,Unf,0,840,840,GasA,4,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,Typ,0,0,Detchd,1915.0,Unf,1,379,3,3,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,107400
75,76,180,RM,21.0,1596,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,None,0.0,3,3,CBlock,4,3,Gd,GLQ,462,Unf,0,0,462,GasA,3,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,Typ,0,0,BuiltIn,1973.0,Unf,1,297,3,3,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,91000
76,77,20,RL,,8475,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,None,0.0,3,3,CBlock,3,3,No,ALQ,228,Unf,0,724,952,GasA,5,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1956.0,Unf,1,283,3,3,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,135750
77,78,50,RM,50.0,8635,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,BLQ,336,GLQ,41,295,672,GasA,3,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,Min1,0,0,Detchd,1948.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,127000
78,79,90,RL,72.0,10778,Reg,Lvl,Inside,Gtl,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,1768,1768,GasA,3,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,Typ,0,0,NA,0.0,NA,0,0,0,0,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,136500
79,80,50,RM,60.0,10440,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,None,0.0,3,3,PConc,3,3,No,Unf,0,Unf,0,440,440,GasA,4,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,Typ,0,0,Detchd,1966.0,Unf,2,440,3,3,Y,74,0,128,0,0,0,0,5,2009,WD,Normal,110000
80,81,60,RL,100.0,13000,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,No,Rec,448,Unf,0,448,896,GasA,3,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,Typ,1,4,Attchd,1968.0,Fin,1,509,3,3,Y,0,72,0,0,252,0,0,6,2009,WD,Normal,193500
81,82,120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,BrkFace,443.0,3,4,PConc,5,4,No,GLQ,1201,Unf,0,36,1237,GasA,5,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,Typ,0,0,Attchd,1998.0,Fin,2,405,3,3,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,153500
82,83,20,RL,78.0,10206,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,Stone,468.0,3,3,PConc,4,3,No,GLQ,33,Unf,0,1530,1563,GasA,5,SBrkr,1563,0,0,1563,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2007.0,RFn,3,758,3,3,Y,144,99,0,0,0,0,0,10,2008,WD,Normal,245000
83,84,20,RL,80.0,8892,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,1065,1065,GasA,4,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,Typ,0,0,Detchd,1974.0,Unf,2,461,3,3,Y,74,0,0,0,0,0,0,7,2007,COD,Normal,126500
84,85,80,RL,,8530,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,BrkFace,22.0,3,3,PConc,4,3,No,Unf,0,Unf,0,384,384,GasA,4,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1995.0,Fin,2,400,3,3,Y,120,72,0,0,0,0,700,5,2009,WD,Normal,168500
85,86,60,RL,121.0,16059,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,No,Unf,0,Unf,0,1288,1288,GasA,5,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,4,9,Typ,1,3,Attchd,1991.0,Unf,2,462,3,3,Y,127,82,0,0,0,0,0,4,2006,WD,Normal,260000
86,87,60,RL,122.0,11911,IR2,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,Av,Unf,0,Unf,0,684,684,GasA,5,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,6,Typ,1,4,BuiltIn,2005.0,Fin,2,400,3,3,Y,100,38,0,0,0,0,0,3,2009,WD,Normal,174000
87,88,160,FV,40.0,3951,Reg,Lvl,Corner,Gtl,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,Stone,76.0,4,3,PConc,4,3,Av,Unf,0,Unf,0,612,612,GasA,5,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,2009.0,RFn,2,528,3,3,Y,0,234,0,0,0,0,0,6,2009,New,Partial,164500
88,89,50,C (all),105.0,8470,IR1,Lvl,Corner,Gtl,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,None,0.0,2,2,CBlock,3,2,No,Unf,0,Unf,0,1013,1013,GasA,3,SBrkr,1013,0,513,1526,0,0,1,0,2,1,2,6,Typ,0,0,NA,0.0,NA,0,0,0,0,N,0,0,156,0,0,0,0,10,2009,ConLD,Abnorml,85000
89,90,20,RL,60.0,8070,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,No,GLQ,588,Unf,0,402,990,GasA,5,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,Typ,0,0,NA,0.0,NA,0,0,0,0,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,123600
90,91,20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,None,0.0,3,3,Slab,0,0,NA,NA,0,NA,0,0,0,GasA,3,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1950.0,Unf,2,420,3,3,Y,0,29,0,0,0,0,0,7,2006,WD,Normal,109900
91,92,20,RL,85.0,8500,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,BrkCmn,203.0,3,3,CBlock,3,3,No,Rec,600,Unf,0,635,1235,GasA,3,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,Typ,0,0,Attchd,1961.0,Unf,2,480,3,3,Y,0,0,0,0,0,0,0,12,2006,WD,Abnorml,98600
92,93,30,RL,80.0,13360,IR1,HLS,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,None,0.0,3,4,BrkTil,4,3,No,ALQ,713,Unf,0,163,876,GasA,5,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,1921.0,Unf,2,432,3,3,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,163500
93,94,190,C (all),60.0,7200,Reg,Lvl,Corner,Gtl,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,2,Mn,Rec,1046,Unf,0,168,1214,GasW,5,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,Typ,1,4,Detchd,1900.0,Unf,2,506,3,3,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,133900
94,95,60,RL,69.0,9337,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,None,0.0,3,4,PConc,4,3,No,GLQ,648,Unf,0,176,824,GasA,5,SBrkr,905,881,0,1786,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,1997.0,RFn,2,684,3,3,Y,0,162,0,0,0,0,0,5,2007,WD,Normal,204750
95,96,60,RL,,9765,IR2,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,BrkFace,68.0,5,4,PConc,4,4,No,ALQ,310,Unf,0,370,680,GasA,4,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,6,Typ,1,3,BuiltIn,1993.0,Fin,2,420,3,3,Y,232,63,0,0,0,0,480,4,2009,WD,Normal,185000
96,97,20,RL,78.0,10264,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,BrkFace,183.0,4,3,PConc,4,3,Av,ALQ,1162,Unf,0,426,1588,GasA,5,SBrkr,1588,0,0,1588,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,1999.0,RFn,2,472,3,3,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,214000
97,98,20,RL,73.0,10921,Reg,HLS,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,No,Rec,520,Unf,0,440,960,GasA,3,FuseF,960,0,0,960,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1965.0,Fin,1,432,3,3,P,120,0,0,0,0,0,0,5,2007,WD,Normal,94750
98,99,30,RL,85.0,10625,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,ALQ,108,Unf,0,350,458,GasA,2,SBrkr,835,0,0,835,0,0,1,0,2,1,3,5,Typ,0,0,Basment,1920.0,Unf,1,366,2,3,Y,0,0,77,0,0,0,400,5,2010,COD,Abnorml,83000
99,100,20,RL,77.0,9320,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,No,ALQ,569,Unf,0,381,950,GasA,2,SBrkr,1225,0,0,1225,1,0,1,1,3,1,3,6,Typ,0,0,NA,0.0,NA,0,0,0,0,Y,352,0,0,0,0,0,400,1,2010,WD,Normal,128950
100,101,20,RL,,10603,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,BrkFace,28.0,3,3,PConc,3,3,Mn,ALQ,1200,Unf,0,410,1610,GasA,4,SBrkr,1610,0,0,1610,1,0,2,0,3,1,4,6,Typ,2,3,Attchd,1977.0,RFn,2,480,3,3,Y,168,68,0,0,0,0,0,2,2010,WD,Normal,205000
101,102,60,RL,77.0,9206,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,No,Unf,0,Unf,0,741,741,GasA,3,SBrkr,977,755,0,1732,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1985.0,Fin,2,476,3,3,Y,192,46,0,0,0,0,0,6,2010,WD,Normal,178000
102,103,90,RL,64.0,7018,Reg,Bnk,Inside,Gtl,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,None,0.0,3,2,Slab,0,0,NA,NA,0,NA,0,0,0,GasA,3,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,Typ,0,0,Attchd,1979.0,Unf,2,410,3,3,Y,0,0,0,0,0,0,0,6,2009,WD,Alloca,118964
103,104,20,RL,94.0,10402,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0,Unf,0,1226,1226,GasA,5,SBrkr,1226,0,0,1226,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2009.0,RFn,3,740,3,3,Y,0,36,0,0,0,0,0,5,2010,WD,Normal,198900
104,105,50,RM,,7758,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,BrkFace,600.0,3,2,PConc,3,3,No,LwQ,224,Unf,0,816,1040,GasA,5,FuseF,1226,592,0,1818,0,0,1,1,4,1,3,7,Typ,2,3,Detchd,1951.0,Unf,1,240,3,3,Y,0,0,0,0,184,0,0,6,2007,WD,Normal,169500
105,106,60,FV,75.0,9375,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,BrkFace,768.0,4,3,PConc,5,3,No,Unf,0,Unf,0,1053,1053,GasA,5,SBrkr,1053,939,0,1992,0,0,2,1,3,1,4,9,Typ,1,4,Attchd,2003.0,RFn,2,648,3,3,Y,140,45,0,0,0,0,0,8,2008,WD,Normal,250000
106,107,30,RM,60.0,10800,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,None,0.0,3,3,BrkTil,2,3,No,Unf,0,Unf,0,641,641,GasA,4,SBrkr,1047,0,0,1047,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,1954.0,Unf,1,273,2,2,N,0,0,0,0,0,0,450,8,2007,WD,Normal,100000
107,108,20,RM,50.0,6000,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,None,0.0,3,3,CBlock,3,3,No,ALQ,104,BLQ,169,516,789,GasA,5,SBrkr,789,0,0,789,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,1948.0,Unf,1,250,3,3,Y,0,0,0,0,0,0,0,4,2008,WD,Partial,115000
108,109,50,RM,85.0,8500,Reg,Lvl,Corner,Gtl,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,None,0.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,793,793,GasW,3,FuseF,997,520,0,1517,0,0,2,0,3,1,2,7,Typ,0,0,NA,0.0,NA,0,0,0,0,N,0,0,144,0,0,0,0,8,2007,WD,Normal,115000
109,110,20,RL,105.0,11751,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,BrkFace,480.0,3,3,CBlock,4,3,No,BLQ,705,Unf,0,1139,1844,GasA,5,SBrkr,1844,0,0,1844,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,1977.0,RFn,2,546,3,3,Y,0,122,0,0,0,0,0,1,2010,COD,Normal,190000
110,111,50,RL,75.0,9525,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,2,No,Rec,444,Unf,0,550,994,GasA,4,SBrkr,1216,639,0,1855,0,0,2,0,4,1,3,7,Typ,0,0,Attchd,1954.0,Unf,1,325,3,3,Y,182,0,0,0,0,0,0,10,2006,WD,Normal,136900
111,112,80,RL,,7750,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,No,GLQ,250,Unf,0,134,384,GasA,5,SBrkr,774,656,0,1430,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,2000.0,Fin,2,400,3,3,Y,180,0,0,0,0,0,0,4,2010,WD,Normal,180000
112,113,60,RL,77.0,9965,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,Stone,220.0,4,3,PConc,5,3,Av,GLQ,984,Unf,0,280,1264,GasA,5,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,5,10,Typ,1,4,BuiltIn,2007.0,Fin,3,792,3,3,Y,120,184,0,0,168,0,0,10,2007,New,Partial,383970
113,114,20,RL,,21000,Reg,Bnk,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,BrkFace,184.0,3,4,CBlock,4,3,Mn,ALQ,35,Rec,869,905,1809,GasA,3,SBrkr,2259,0,0,2259,1,0,2,0,3,1,4,7,Typ,2,4,Basment,1953.0,Unf,2,450,3,3,Y,166,120,192,0,0,0,0,10,2007,COD,Abnorml,217000
114,115,70,RL,61.0,7259,IR1,Lvl,Inside,Mod,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,ALQ,774,LwQ,150,104,1028,GasA,5,SBrkr,1436,884,0,2320,1,0,2,1,3,1,4,9,Typ,1,3,Detchd,1945.0,Unf,1,180,3,3,Y,224,0,0,0,0,0,0,7,2007,WD,Normal,259500
115,116,160,FV,34.0,3230,Reg,Lvl,Corner,Gtl,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,BrkFace,1129.0,3,3,PConc,4,3,No,GLQ,419,Unf,0,310,729,GasA,4,SBrkr,729,729,0,1458,0,0,2,1,2,1,3,5,Typ,1,2,Detchd,1999.0,Unf,2,440,3,3,Y,0,32,0,0,0,0,0,6,2007,WD,Normal,176000
116,117,20,RL,,11616,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,BrkFace,116.0,3,3,CBlock,3,3,No,LwQ,170,BLQ,670,252,1092,GasA,3,SBrkr,1092,0,0,1092,0,1,1,0,3,1,3,6,Typ,1,1,Attchd,1962.0,Unf,1,288,3,3,Y,0,20,144,0,0,0,0,9,2009,WD,Normal,139000
117,118,20,RL,74.0,8536,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0,Unf,0,1125,1125,GasA,4,SBrkr,1125,0,0,1125,0,0,1,1,2,1,3,5,Typ,0,0,Attchd,2007.0,Unf,2,430,3,3,Y,80,64,0,0,0,0,0,4,2007,New,Partial,155000
118,119,60,RL,90.0,12376,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,None,0.0,3,3,PConc,4,3,Mn,GLQ,1470,Unf,0,203,1673,GasA,4,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,4,11,Typ,2,3,Attchd,1990.0,Unf,3,594,3,3,Y,367,0,0,0,0,0,0,5,2010,WD,Normal,320000
119,120,60,RL,65.0,8461,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,Unf,0,728,728,GasA,5,SBrkr,728,728,0,1456,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2005.0,Fin,2,390,3,3,Y,0,24,0,0,0,0,0,7,2006,New,Partial,163990
120,121,80,RL,,21453,IR1,Low,CulDSac,Sev,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,None,0.0,3,3,CBlock,3,3,Gd,ALQ,938,Unf,0,0,938,GasA,5,SBrkr,988,0,0,988,1,0,1,0,1,1,3,4,Typ,2,3,Attchd,1969.0,Unf,2,540,3,3,Y,0,130,0,130,0,0,0,10,2006,WD,Normal,180000
121,122,50,RM,50.0,6060,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,None,0.0,3,3,PConc,3,3,No,Unf,0,Unf,0,732,732,GasA,4,SBrkr,772,351,0,1123,0,0,1,0,3,1,3,4,Typ,0,0,Detchd,1979.0,Unf,1,264,3,3,P,0,0,140,0,0,0,0,6,2007,WD,Normal,100000
